ID,Acente Adı,Resmi Tam Ünvan (Long Name),Segment,Şehir,Açık Adres,PIB,MB,Kuruluş Tarihi,İşletme Ölçeği,Çalışan Sayısı (2023),Çalışan Sayısı (2024),Çalışan Sayısı (2025),Toplam Gelir (2023),Toplam Gelir (2024),Toplam Gelir (2025),Telefon Numaraları,Web / Profil Linkleri
47,DELTA NEKRETNINE,,,Niš,Ulica Svetozara Markovica 24 18105 - Niš,,,,,-,-,-,-,-,-,"064 9555579,064 9555589",https://www.nekretnine.rs/en/agencije-za-nekretnine/987/
272,DENČIĆ,,,Beograd,Ulica Bartok Bele 20 11210 - Beograd,,,,,-,-,-,-,-,-,"011 4122001,064 2452300",https://www.nekretnine.rs/en/agencije-za-nekretnine/49/
105,DIKA REAL ESTATE,,,Beograd,Bulevar Mihajla Pupina 10V 11070 - Beograd,,,,,-,-,-,-,-,-,"064 2443132,064 8009355",https://www.nekretnine.rs/en/agencije-za-nekretnine/3481/
212,DINA DOM,,,Beograd,Ulica Narodnog fronta 11 11430 - Beograd,,,,,-,-,-,-,-,-,061 2418133,https://www.nekretnine.rs/en/agencije-za-nekretnine/571/
40,DISTRIKT NEKRETNINE,,,Niš,Ulica Svetozara Markovica 25 18105 - Niš,,,,,-,-,-,-,-,-,"061 7067401,0617067401","https://www.indomio.rs/en/agent/distrikt-nekretnine/30808,https://www.nekretnine.rs/en/agencije-za-nekretnine/3469/"
69,DIVIS NEKRETNINE,,,Beograd,Bulevar Despota Stefana 64 11108 - Beograd,,,,,-,-,-,-,-,-,"011 2751683,062 1916575","https://www.indomio.rs/en/agent/divis-nekretnine/30883,https://www.nekretnine.rs/en/agencije-za-nekretnine/561/"
318,DLD-PRO,,,Beograd,Ulica Maleska 34 11040 - Beograd,,,,,-,-,-,-,-,-,"011 3066838,069 2611519",https://www.nekretnine.rs/en/agencije-za-nekretnine/1597/
159,DOGMA NEKRETNINE,,,Beograd,Ulica Cara Dusana 35A 11080 - Beograd,,,,,-,-,-,-,-,-,"060 3359250,063 201205",https://www.nekretnine.rs/en/agencije-za-nekretnine/1161/
205,DOLCE VITA REALTY,,,Beograd,Ulica Dositejeva 21 11158 - Beograd,,,,,-,-,-,-,-,-,061 1986614,https://www.nekretnine.rs/en/agencije-za-nekretnine/1813/
261,DOMINIUM FSR,,,Beograd,Ulica Prolupine 34 11306 - Beograd,,,,,-,-,-,-,-,-,063 245860,https://www.nekretnine.rs/en/agencije-za-nekretnine/1185/
444,DOMUS KRIS NEKRETNINE,,,Vrnjačka Banja,"Ulica Nemanjina, 24,",,,,,-,-,-,-,-,-,,https://www.indomio.rs/en/agent/domus-kris-nekretnine/31088
42,DONA E,,,Niš,Bulevar Nemanjica 25 18105 - Niš,,,,,-,-,-,-,-,-,"060 0408229,061 3998482",https://www.nekretnine.rs/en/agencije-za-nekretnine/787/
264,DREAM REAL ESTATE,,,Beograd,Ustanicka 167 43 11000 - Beograd,,,,,-,-,-,-,-,-,060 0576306,"https://www.indomio.rs/en/agent/m-real-estate/30128,https://www.nekretnine.rs/en/agencije-za-nekretnine/311/"
48,DTS NEKRETNINE,,,Niš,Vozda Karadjordja 17 17 18105 - Niš,,,,,-,-,-,-,-,-,"060 4443365,060 6367820",https://www.nekretnine.rs/en/agencije-za-nekretnine/1139/
359,DVOR NEKRETNINE AK-87,,,Novi Sad,Ulica Pavla Simica 6 21101 - Novi Sad,,,,,-,-,-,-,-,-,"021 3830492,0213830492,060 0432580,0600432580","https://www.indomio.rs/en/agent/dvor-nekretnine-ak-87/30977,https://www.nekretnine.rs/en/agencije-za-nekretnine/769/"
440,Dominus,,,Aranđelovac,"Ulica Kneza Mihaila, 108, 34300,",,,,,-,-,-,-,-,-,"+381034225555,+381665225555",https://www.indomio.rs/en/agent/dominus/14127
120,ECONOMIC NET SYSTEM,,,Beograd,"Ulica Cvijiceva, 28 - Beograd",,,,,-,-,-,-,-,-,"+112754671,011 2754671","https://www.indomio.rs/en/agent/economic-net-system/29985,https://www.nekretnine.rs/en/agencije-za-nekretnine/1021/"
279,EDEN INTERNATIONAL 2013,,,Beograd,Ulica Jelisavete Nacic 14 11108 - Beograd,,,,,-,-,-,-,-,-,"011 6901751,0116901751,063 8779126,0638779126","https://www.indomio.rs/en/agent/eden-international-2013/30063,https://www.nekretnine.rs/en/agencije-za-nekretnine/1181/"
45,EDIT 018,,,Niš,Ulica Mije Petrovica 10 18105 - Niš,,,,,-,-,-,-,-,-,063 475072,https://www.nekretnine.rs/en/agencije-za-nekretnine/3457/
110,ELEGANT NEKRETNINE,,,Beograd,Lamartinova 36 36 11118 - Beograd,,,,,-,-,-,-,-,-,064 6610707,https://www.nekretnine.rs/en/agencije-za-nekretnine/621/
347,ELIT real estate,,,Novi Sad,"Житни трг, 9, Нови Сад Србија, 21101 9 21101 - Novi Sad",,,,,-,-,-,-,-,-,"+38162765100,+38162765500,062 765100,062 765500","https://www.indomio.rs/en/agent/elit-real-estate/21527,https://www.nekretnine.rs/en/agencije-za-nekretnine/4311/"
154,ELITE NEKRETNINE,,,Beograd,Ulica Macvanska 11 11080 - Beograd,,,,,-,-,-,-,-,-,"060 6689686,0606689686","https://www.indomio.rs/en/agent/elite-nekretnine/30178,https://www.nekretnine.rs/en/agencije-za-nekretnine/1631/"
211,ENTEGA,,,Beograd,"Ulica Makenzijeva, 79 79 11111 - Beograd",,,,,-,-,-,-,-,-,063 245503,https://www.nekretnine.rs/en/agencije-za-nekretnine/275/
323,EOS MATRIX,,,Beograd,Bulevar Milutina Milankovica 1i 11070 - Beograd,,,,,-,-,-,-,-,-,"063 1054846,063 620686","https://www.indomio.rs/en/agent/eos-matrix/30021,https://www.nekretnine.rs/en/agencije-za-nekretnine/1093/"
132,ERMITAŽ NEKRETNINE,,,Beograd,Ulica Takovska 45 11108 - Beograd,,,,,-,-,-,-,-,-,"063 8517777,063 8623333",https://www.nekretnine.rs/en/agencije-za-nekretnine/731/
70,ETAGI COM,,,Beograd,Ulica Patrijarha Varnave 20 11118 - Beograd,,,,,-,-,-,-,-,-,061 1096622,https://www.nekretnine.rs/en/agencije-za-nekretnine/1095/
167,EURO-WINNER NEKRETNINE,,,Beograd,"Bulevar Mihajla Pupina 5 Beograd, 11070 5 11070 - Beograd",,,,,-,-,-,-,-,-,"+616501477,011 6138259,061 6501477,066 8128875","https://www.indomio.rs/en/agent/winner-nekretnine/31071,https://www.nekretnine.rs/en/agencije-za-nekretnine/291/,https://www.nekretnine.rs/en/agencije-za-nekretnine/333/"
161,EUROINVEST PROPERTIES DOO,,,Beograd,Ratka Mitrovića 98 98 11030 - Beograd,,,,,-,-,-,-,-,-,"011 2518741,065 2512317","https://www.indomio.rs/en/agent/euroinvest-properties-doo/30873,https://www.nekretnine.rs/en/agencije-za-nekretnine/531/"
237,EUROKVADRAT,,,Beograd,Ulica Maksima Gorkog 105 11050 - Beograd,,,,,-,-,-,-,-,-,063 467765,https://www.nekretnine.rs/en/agencije-za-nekretnine/367/
145,EUROPA EXCLUSIVE REAL ESTATE,,,Beograd,"Ulica Vojvode Milenka Stojkovica, 3 - Beograd",,,,,-,-,-,-,-,-,"011 2682129,063 281920",https://www.nekretnine.rs/en/agencije-za-nekretnine/321/
64,EUROPOLIS REAL ESTATE,,,Beograd,"Bulevar Zorana Djindjitsha 81, Novi Beograd 11070 165A 11070 - Beograd",,,,,-,-,-,-,-,-,"011 3130164,064 8736425",https://www.nekretnine.rs/en/agencije-za-nekretnine/579/
63,EURORENT,,,Beograd,Takovska 45 45 11108 - Beograd,,,,,-,-,-,-,-,-,"011 3293161,0113293161,060 3293161,0603293161","https://www.indomio.rs/en/agent/eurorent/30907,https://www.nekretnine.rs/en/agencije-za-nekretnine/623/"
365,EVROPA NS,,,Novi Sad,Ulica Puskinova 1 21102 - Novi Sad,,,,,-,-,-,-,-,-,"021 3011814,062 707987",https://www.nekretnine.rs/en/agencije-za-nekretnine/2919/
34,EXPERT NEKRETNINE,,,Niš,Vojvode Misica 105A/1 105 18105 - Niš,,,,,-,-,-,-,-,-,"018 4151476,018 4151483,0184151476,0184151483","https://www.indomio.rs/en/agent/expert-nekretnine/30860,https://www.nekretnine.rs/en/agencije-za-nekretnine/451/"
129,EXTRA HOME,,,Beograd,"Bulevar Marsala Tolbuhina, 33 33 11070 - Beograd",,,,,-,-,-,-,-,-,065 9779776,https://www.nekretnine.rs/en/agencije-za-nekretnine/159/
301,Elite pro,,,Beograd,Ulica Stanislava Sremcevica Crnog 11 11050 - Beograd,,,,,-,-,-,-,-,-,064 1224696,https://www.nekretnine.rs/en/agencije-za-nekretnine/4909/
345,FAMILY NEKRETNINE,,,Novi Sad,Ulica Radnicka 2a 21101 - Novi Sad,,,,,-,-,-,-,-,-,"063 663254,063663254","https://www.indomio.rs/en/agent/family-nekretnine/30848,https://www.nekretnine.rs/en/agencije-za-nekretnine/425/"
1,FAST PROJEKT,,,Veliko Gradište,Ulica Boska Vrebalova 1 12220 - Veliko Gradište,,,,,-,-,-,-,-,-,063 359324,"https://www.indomio.rs/en/agent/fast-projekt/30770,https://www.nekretnine.rs/en/agencije-za-nekretnine/337/"
86,FAVORIT,,,Beograd,Bulevar Kralja Aleksandra 36 36 11000 - Beograd,,,,,-,-,-,-,-,-,"011 3239505,060 3239505",https://www.nekretnine.rs/en/agencije-za-nekretnine/985/
155,FELIX REAL ESTATE,,,Beograd,Ulica Gandijeva 122 11077 - Beograd,,,,,-,-,-,-,-,-,062 8936234,https://www.nekretnine.rs/en/agencije-za-nekretnine/665/
101,FENIKS SISTEM,,,Beograd,Beogradska 8 11000 - Beograd,,,,,-,-,-,-,-,-,"011 3618373,062 348610",https://www.nekretnine.rs/en/agencije-za-nekretnine/227/
28,FILIPOVIĆ INVEST GRADNJA,,,Loznica,Ulica Dragana Srnica 1B 15300 - Loznica,,,,,-,-,-,-,-,-,064 4168882,https://www.nekretnine.rs/en/agencije-za-nekretnine/869/
177,FIMA NEKRETNINE,,,Beograd,Marka Oreškovića 60 60 11120 - Beograd,,,,,-,-,-,-,-,-,"011 7837509,065 3837509",https://www.nekretnine.rs/en/agencije-za-nekretnine/285/
22,FINA NEKRETNINE REAL ESTATE AGENCY,,,Prijepolje,Valterova 76 A 76A 31303 - Prijepolje,,,,,-,-,-,-,-,-,"033 714544,064 8821102","https://www.indomio.rs/en/agent/fina-nekretnine-real-estate-agency/30880,https://www.nekretnine.rs/en/agencije-za-nekretnine/551/"
107,FORMA TIM,,,Beograd,"Улица Крфска, 22, Београд Србија, 11120 22 11120 - Beograd",,,,,-,-,-,-,-,-,"060 5713838,065 2856612","https://www.indomio.rs/en/agent/forma-tim/30432,https://www.nekretnine.rs/en/agencije-za-nekretnine/237/"
334,Fra Ore Test,,,Beograd,Ulica Krunska 73 11111 - Beograd,,,,,-,-,-,-,-,-,+39 329 091 5314,https://www.nekretnine.rs/en/agencije-za-nekretnine/1/
168,GALAS NEKRETNINE,,,Beograd,"Улица Симе Игуманова, 2, Београд Србија, 11118 2 11118 - Beograd",,,,,-,-,-,-,-,-,"065 9295351,066 333664",https://www.nekretnine.rs/en/agencije-za-nekretnine/187/
97,GALERIJA NEKRETNINE,,,Beograd,"Ulica Kraljice Natalije, 7 7 11000 - Beograd",,,,,-,-,-,-,-,-,"011 3236409,065 2335260",https://www.nekretnine.rs/en/agencije-za-nekretnine/609/
274,GALIJA REAL ESTATE,,,Beograd,"Ulica Beogradska 62 Beograd, 11000 62 11000 - Beograd",,,,,-,-,-,-,-,-,064 1329769,https://www.nekretnine.rs/en/agencije-za-nekretnine/1133/
117,GAMA PROPERTY Beograd,,,Beograd,Ulica Decanska 23 11103 - Beograd,,,,,-,-,-,-,-,-,"011 4042288,061 4042288",https://www.nekretnine.rs/en/agencije-za-nekretnine/613/
298,GARNET REAL-ESTATE,,,Beograd,Ulica Rajka Mitica 28B 11040 - Beograd,,,,,-,-,-,-,-,-,060 5472000,https://www.nekretnine.rs/en/agencije-za-nekretnine/3431/
294,GEMAR,,,Beograd,Ulica Ustanicka 189 11050 - Beograd,,,,,-,-,-,-,-,-,"063 7564438,066 9020839",https://www.nekretnine.rs/en/agencije-za-nekretnine/1127/
219,GEMI TRADE,,,Beograd,Bulevar Mihajla Pupina 10Z 11070 - Beograd,,,,,-,-,-,-,-,-,"011 3115883,063 201679",https://www.nekretnine.rs/en/agencije-za-nekretnine/369/
19,GEOBERZA,,,Inđija,Ulica Mitrovdanska 4 22320 - Inđija,,,,,-,-,-,-,-,-,"022 560212,060 3300876",https://www.nekretnine.rs/en/agencije-za-nekretnine/2265/
321,GEOTAUR,,,Beograd,Ulica Rajka Mitica 22 11040 - Beograd,,,,,-,-,-,-,-,-,"064 2476578,0642476578,065 5035425,0655035425","https://www.indomio.rs/en/agent/geotaur/30807,https://www.nekretnine.rs/en/agencije-za-nekretnine/3467/"
50,GIGANT LUX,,,Niš,Ulica Obrenoviceva 5 18105 - Niš,,,,,-,-,-,-,-,-,"011 3623000,0113623000,064 5381199,064 8633975,0648633975","https://www.indomio.rs/en/agent/gigant-nekretnine/30325,https://www.nekretnine.rs/en/agencije-za-nekretnine/199/,https://www.nekretnine.rs/en/agencije-za-nekretnine/4381/"
61,GIMMEL NEKRETNINE,,,Aleksinac,Ulica Dunavska 1 18363 - Aleksinac,,,,,-,-,-,-,-,-,"066 5320190,0665320190","https://www.indomio.rs/en/agent/gimmel-nekretnine/30167,https://www.nekretnine.rs/en/agencije-za-nekretnine/1603/"
283,GJV EXPERT,,,Beograd,Ulica Sundeciceva 30 11050 - Beograd,,,,,-,-,-,-,-,-,065 8130060,https://www.nekretnine.rs/en/agencije-za-nekretnine/3437/
98,GLIGORIĆ NEKRETNINE,,,Beograd,"Ulica Simina, 13 13 11010 - Beograd",,,,,-,-,-,-,-,-,011 4540730,"https://www.indomio.rs/en/agent/gligori%C4%87-nekretnine/31085,https://www.nekretnine.rs/en/agencije-za-nekretnine/57/"
307,GOLDNET REAL ESTATE,,,Beograd,Ulica Hanibala Lucica 2 11050 - Beograd,,,,,-,-,-,-,-,-,"064 9790641,0649790641","https://www.indomio.rs/en/agent/goldnet-real-estate/30516,https://www.nekretnine.rs/en/agencije-za-nekretnine/2569/"
122,GOXY,,,Beograd,Koste Glavinića 1a 1A 11040 - Beograd,,,,,-,-,-,-,-,-,"011 3066416,065 3066416","https://www.indomio.rs/en/agent/goxy/31034,https://www.nekretnine.rs/en/agencije-za-nekretnine/975/"
29,GRADEKS,,,Loznica,Ulica Uciteljska 12 15300 - Loznica,,,,,-,-,-,-,-,-,"015 893993,063 226399","https://www.indomio.rs/en/agent/gradeks/30018,https://www.nekretnine.rs/en/agencije-za-nekretnine/1087/"
269,GRAND STAR doo,,,Beograd,Ulica Milovana Milovanovica 1 11000 - Beograd,,,,,-,-,-,-,-,-,063 200181,https://www.nekretnine.rs/en/agencije-za-nekretnine/4873/
291,GREEN DOOR PROPERTIES,,,Beograd,"Balkanska 18 (TC Ivanium), lok. 50 18 11000 - Beograd",,,,,-,-,-,-,-,-,"011 3626009,064 3301577",https://www.nekretnine.rs/en/agencije-za-nekretnine/761/
172,GROF 011,,,Beograd,Ulica Dolacka 3 11160 - Beograd,,,,,-,-,-,-,-,-,066 382220,https://www.nekretnine.rs/en/agencije-za-nekretnine/1867/
10,HARMONY 022,,,Inđija,"Kneza Miloša 7/13, Beška 7 22324 - Inđija",,,,,-,-,-,-,-,-,"065 5308205,0655308205","https://www.indomio.rs/en/agent/harmony-022/30409,https://www.nekretnine.rs/en/agencije-za-nekretnine/23/"
251,HELIANTHUS NEKRETNINE,,,Beograd,Ulica Generala Anrija 17 11040 - Beograd,,,,,-,-,-,-,-,-,"064 5228049,0645228049","https://www.indomio.rs/en/agent/helianthus-nekretnine/30891,https://www.nekretnine.rs/en/agencije-za-nekretnine/585/"
305,HOMA PROPERTIES,,,Beograd,Bulevar Kralja Aleksandra 171 11120 - Beograd,,,,,-,-,-,-,-,-,064 1169582,https://www.nekretnine.rs/en/agencije-za-nekretnine/1705/
153,HOME2HOME NEKRETNINE,,,Beograd,Ulica Pozarevacka 33 11111 - Beograd,,,,,-,-,-,-,-,-,069 3355719,https://www.nekretnine.rs/en/agencije-za-nekretnine/3449/
228,HOUSE BOOKER,,,Beograd,Ulica Zeleni venac 2A 11000 - Beograd,,,,,-,-,-,-,-,-,060 5050191,https://www.nekretnine.rs/en/agencije-za-nekretnine/3421/
170,IBIS-ASTRA,,,Beograd,Ulica Majke Jevrosime 40 11103 - Beograd,,,,,-,-,-,-,-,-,"011 3037111,065 3037111",https://www.nekretnine.rs/en/agencije-za-nekretnine/971/
135,IDEAL KONSALTING,,,Beograd,Ulica Avalska 77 11224 - Beograd,,,,,-,-,-,-,-,-,"+381658054302,065 8054302","https://www.indomio.rs/en/agent/ideal-konsalting/30374,https://www.nekretnine.rs/en/agencije-za-nekretnine/2167/"
266,IDEALAN STAN doo,,,Beograd,Ulica Jurija Gagarina 151 11073 - Beograd,,,,,-,-,-,-,-,-,"011 2289403,064 0174272",https://www.nekretnine.rs/en/agencije-za-nekretnine/595/
199,IDEALS BG NEKRETNINE,,,Beograd,Ulica Sindjeliceva 28 11111 - Beograd,,,,,-,-,-,-,-,-,"063 1827323,069 1392277",https://www.nekretnine.rs/en/agencije-za-nekretnine/4881/
7,IM TOPOLA,,,Bačka Topola,Ulica Marsala Tita 3 24300 - Bačka Topola,,,,,-,-,-,-,-,-,063 290009,"https://www.indomio.rs/en/agent/im-topola/31138,https://www.nekretnine.rs/en/agencije-za-nekretnine/3389/"
218,IMAGE NEKRETNINE,,,Beograd,Ulica Vucedolska 8 11118 - Beograd,,,,,-,-,-,-,-,-,"060 4448360,066 000806",https://www.nekretnine.rs/en/agencije-za-nekretnine/1039/
354,IMPERIAL NEKRETNINE NOVI SAD,,,Novi Sad,Bulevar oslobođenja 68 C/1 68 21101 - Novi Sad,,,,,-,-,-,-,-,-,063 519584,https://www.nekretnine.rs/en/agencije-za-nekretnine/1115/
268,IMPULS NEKRETNINE,,,Beograd,Ulica Makenzijeva 37 11111 - Beograd,,,,,-,-,-,-,-,-,063 369522,https://www.nekretnine.rs/en/agencije-za-nekretnine/3399/
52,INVESTITOR FILIPOVIĆ,,,Niš,Ulica Zarka Zrenjanina 37 18103 - Niš,,,,,-,-,-,-,-,-,"060 5033681,0605033681","https://www.indomio.rs/en/agent/investitor-filipovi%C4%87/30024,https://www.nekretnine.rs/en/agencije-za-nekretnine/1089/"
57,IRMA NEKRETNINE,,,Niš,Ulica Generala Boze Jankovica 11 18105 - Niš,,,,,-,-,-,-,-,-,069 4199961,https://www.nekretnine.rs/en/agencije-za-nekretnine/735/
225,IV NEKRETNINE,,,Beograd,16.oktobra 14 14 11050 - Beograd,,,,,-,-,-,-,-,-,"011 7645606,065 3422271",https://www.nekretnine.rs/en/agencije-za-nekretnine/2575/
20,Immobiliare.it-test,,,Srem Okrug,N/A,,,,,-,-,-,-,-,-,+39 333 123 1233,https://www.nekretnine.rs/en/agencije-za-nekretnine/4883/
352,JANA KONSALTING 021,,,Novi Sad,Bulevar Patrijarha Pavla 63 21123 - Novi Sad,,,,,-,-,-,-,-,-,"065 8859359,0658859359","https://www.indomio.rs/en/agent/jana-konsalting-021/30205,https://www.nekretnine.rs/en/agencije-za-nekretnine/1701/"
123,JARIĆ NEKRETNINE,,,Beograd,"Karadjordjev trg, 11, Belgrade Serbia, 11080 11 11080 - Beograd",,,,,-,-,-,-,-,-,"060 6890261,063 236400",https://www.nekretnine.rs/en/agencije-za-nekretnine/1125/
23,JAVOR NEKRETNINE,,,Zlatiborski Okrug,N/A,,,,,-,-,-,-,-,-,"065 6900999,0656900999","https://www.indomio.rs/en/agent/javor-nekretnine/30185,https://www.nekretnine.rs/en/agencije-za-nekretnine/165/"
121,JD PROPERTIES AND CONSULTING DOO,,,Beograd,Bulevar Mihajla Pupina 6A 11070 - Beograd,,,,,-,-,-,-,-,-,061 6917238,"https://www.indomio.rs/en/agent/jd-properties-and-consulting-doo/30809,https://www.nekretnine.rs/en/agencije-za-nekretnine/347/"
356,JORDAN ENERGY - OGRANAK FREEDOM NEKRETNINE,,,Novi Sad,Ulica Rackog 196 21132 - Novi Sad,,,,,-,-,-,-,-,-,063 500225,https://www.nekretnine.rs/en/agencije-za-nekretnine/3309/
229,KAAT Nekretnine,,,Beograd,Ulica Pilota Mihaila Petrovica 33V 11090 - Beograd,,,,,-,-,-,-,-,-,066 443011,https://www.nekretnine.rs/en/agencije-za-nekretnine/3405/
119,KADENA SOTHEBY'S INTERNATIONAL REALTY,,,Beograd,Bulevar Milutina Milankovica 11v 11070 - Beograd,,,,,-,-,-,-,-,-,011 7188888,https://www.nekretnine.rs/en/agencije-za-nekretnine/345/
139,KALEM NEKRETNINE,,,Beograd,"Ulica Mileshevska, 30, Beograd Srbija, 11118 30 11118 - Beograd",,,,,-,-,-,-,-,-,"+381652726444,065 2726444,0652726444","https://www.indomio.rs/en/agent/kalem-nekretnine/30480,https://www.nekretnine.rs/en/agencije-za-nekretnine/249/"
14,KATANI,,,Stara Pazova,Ulica Svetosavska 94 22303 - Stara Pazova,,,,,-,-,-,-,-,-,"+3810606046878,060 6046878","https://www.indomio.rs/en/agent/katani/31107,https://www.nekretnine.rs/en/agencije-za-nekretnine/3391/"
331,KATEI,,,Beograd,Ulica Blagoja Parovica 148 11030 - Beograd,,,,,-,-,-,-,-,-,060 6365500,https://www.nekretnine.rs/en/agencije-za-nekretnine/1923/
87,KEY REAL ESTATE,,,Beograd,Ulica Sindjeliceva 11 11080 - Beograd,,,,,-,-,-,-,-,-,"064 0099090,064 2888334",https://www.nekretnine.rs/en/agencije-za-nekretnine/745/
242,KEČA NEKRETNINE,,,Beograd,KRALjA PETRA PRVOG 181 11000 - Beograd,,,,,-,-,-,-,-,-,063 8232015,"https://www.indomio.rs/en/agent/ke%C4%8Da-nekretnine/31010,https://www.nekretnine.rs/en/agencije-za-nekretnine/845/"
46,KITIĆ,,,Niš,Nikole Pasica 30/2 21 18105 - Niš,,,,,-,-,-,-,-,-,"060 4687556,063 468755",https://www.nekretnine.rs/en/agencije-za-nekretnine/687/
341,KLJUČ 3112 NEKRETNINE,,,Novi Sad,Ulica Maksima Gorkog 2 21101 - Novi Sad,,,,,-,-,-,-,-,-,"+38121524601,+381605246010,021 524601,060 5246010","https://www.indomio.rs/en/agent/klju%C4%8D-3112-nekretnine/30201,https://www.nekretnine.rs/en/agencije-za-nekretnine/1695/"
138,KLJUČ NEKRETNINE,,,Beograd,Ulica Milesevska 34A 11118 - Beograd,,,,,-,-,-,-,-,-,"069 3261231,069 5219155,0693261231,0695219155","https://www.indomio.rs/en/agent/klju%C4%8D-nekretnine/30830,https://www.nekretnine.rs/en/agencije-za-nekretnine/37/"
53,KODEKS NIŠ,,,Niš,Ulica Vozda Karadjordja 22 18105 - Niš,,,,,-,-,-,-,-,-,"018 527717,060 7000737",https://www.nekretnine.rs/en/agencije-za-nekretnine/11/
13,KONSALTING,,,Stara Pazova,Svetosavska 9 9 22300 - Stara Pazova,,,,,-,-,-,-,-,-,"022 311911,063 528683",https://www.nekretnine.rs/en/agencije-za-nekretnine/1085/
303,KONSTRUKTOR KONSALTING,,,Beograd,Bulevar Vojvode Bojovica 28 11000 - Beograd,,,,,-,-,-,-,-,-,"062 232519,062 258678",https://www.nekretnine.rs/en/agencije-za-nekretnine/381/
82,KOSMOPOLIT NEKRETNINE,,,Beograd,Ulica Molerova 68 11111 - Beograd,,,,,-,-,-,-,-,-,060 4506688,"https://www.indomio.rs/en/agent/kosmopolit-nekretnine/30975,https://www.nekretnine.rs/en/agencije-za-nekretnine/765/"
429,KRAČUN KOVIN,,,Kovin,"Ulica Sonje Marinkovic, 4,",,,,,-,-,-,-,-,-,,https://www.indomio.rs/en/agent/kra%C4%8Dun-kovin/31025
118,KREDIUM,,,Beograd,Ulica Nikolaja Krasnova 11 11000 - Beograd,,,,,-,-,-,-,-,-,"066 6868987,066 6868998","https://www.indomio.rs/en/agent/kredium/30835,https://www.nekretnine.rs/en/agencije-za-nekretnine/383/"
366,KUC KUC,,,Novi Sad,Ulica Sutjeska 2 21101 - Novi Sad,,,,,-,-,-,-,-,-,062 1538077,https://www.nekretnine.rs/en/agencije-za-nekretnine/2521/
74,KUĆA I STAN,,,Beograd,Ulica Hadzi-Prodanova 14 11111 - Beograd,,,,,-,-,-,-,-,-,063 7017569,https://www.nekretnine.rs/en/agencije-za-nekretnine/1029/
36,KUĆA PETROVIĆ DOO,,,Niš,Vožda Karađorđa 7/4 7 18105 - Niš,,,,,-,-,-,-,-,-,"018 4151462,018 4151473",https://www.nekretnine.rs/en/agencije-za-nekretnine/1299/
311,KVADRAT OBRENOVAC,,,Beograd,Ulica Vojvode Zivojina Misica 192 11500 - Beograd,,,,,-,-,-,-,-,-,066 9319953,https://www.nekretnine.rs/en/agencije-za-nekretnine/863/
169,KVADRATIĆ,,,Beograd,Ulica Sime Igumanova 2 11118 - Beograd,,,,,-,-,-,-,-,-,"062 434420,062434420","https://www.indomio.rs/en/agent/kvadrati%C4%87/30857,https://www.nekretnine.rs/en/agencije-za-nekretnine/447/"
71,KW CVETKOVIĆ ROŠKOV,,,Beograd,Ulica Makenzijeva 67 11111 - Beograd,,,,,-,-,-,-,-,-,"011 3443953,0113443953,060 3443953,0603443953","https://www.indomio.rs/en/agent/kw-cvetkovi%C4%87-ro%C5%A1kov/30872,https://www.nekretnine.rs/en/agencije-za-nekretnine/53/"
250,Krstic Nekretnine DOO,,,Beograd,Ulica Vojvode Stepe 34 11010 - Beograd,,,,,-,-,-,-,-,-,"063 8888553,064 1188882",https://www.nekretnine.rs/en/agencije-za-nekretnine/4495/
5,Kvadrat 024,,,Subotica,"Ulica Endrea Bajci-Zilinskog, 5 5 24109 - Subotica",,,,,-,-,-,-,-,-,"+38124600024,+381600657508,024 600024,060 0657508","https://www.indomio.rs/en/agent/kvadrat-024/14571,https://www.nekretnine.rs/en/agencije-za-nekretnine/4033/"
248,LATERNA NEKRETNINE,,,Beograd,Ulica Omladinskih brigada 174 11073 - Beograd,,,,,-,-,-,-,-,-,064 1515091,https://www.nekretnine.rs/en/agencije-za-nekretnine/559/
348,LAV 2020 NEKRETNINE,,,Novi Sad,Augusta Cesarca 18 18 21101 - Novi Sad,,,,,-,-,-,-,-,-,"063 7445379,064 7445379",https://www.nekretnine.rs/en/agencije-za-nekretnine/1065/
100,LAV NEKRETNINE,,,Beograd,Ulica Obilicev venac 18 11000 - Beograd,,,,,-,-,-,-,-,-,061 2098881,https://www.nekretnine.rs/en/agencije-za-nekretnine/1153/
217,LAVA GLOBAL REALTY,,,Beograd,Ulica Grcica Milenka 84 11050 - Beograd,,,,,-,-,-,-,-,-,063 607888,https://www.nekretnine.rs/en/agencije-za-nekretnine/835/
257,LAWA HOSPITALITY,,,Beograd,Ulica Bregalnicka 2 11050 - Beograd,,,,,-,-,-,-,-,-,063 1111221,https://www.nekretnine.rs/en/agencije-za-nekretnine/2273/
60,LEGRO,,,Niš,Ulica Jovana Ristica 25 18105 - Niš,,,,,-,-,-,-,-,-,"060 0110919,0600110919,063 413224,063413224","https://www.indomio.rs/en/agent/legro/30046,https://www.nekretnine.rs/en/agencije-za-nekretnine/1211/"
147,LENKA NEKRETNINE,,,Beograd,- 11030 - Beograd,,,,,-,-,-,-,-,-,"011 354433,060 5711190","https://www.indomio.rs/en/agent/lenka-nekretnine/30937,https://www.nekretnine.rs/en/agencije-za-nekretnine/681/"
185,LEO REAL ESTATE,,,Beograd,"Ulica Surcinska, 221 - Beograd",,,,,-,-,-,-,-,-,"+381642550059,064 2550059","https://www.indomio.rs/en/agent/leo-real-estate/21532,https://www.nekretnine.rs/en/agencije-za-nekretnine/4313/"
